BillURL,SessionYr,BillName,StageName,StageDate,StageLink
http://services.parliament.uk//bills/2010-12/equitablelifepayments.html,2010-12,Equitable Life (Payments) Act,1st reading: House of Lords,11.11.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101111-0001.htm#10111158000902
http://services.parliament.uk//bills/2010-12/equitablelifepayments.html,2010-12,Equitable Life (Payments) Act,2nd reading: House of Lords,24.11.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101124-0001.htm#10112456000458
http://services.parliament.uk//bills/2010-12/equitablelifepayments.html,2010-12,Equitable Life (Payments) Act,3rd reading: House of Lords,24.11.2010,
http://services.parliament.uk//bills/2010-12/equitablelifepayments.html,2010-12,Equitable Life (Payments) Act,Committee negatived: House of Lords,24.11.2010,
http://services.parliament.uk//bills/2010-12/equitablelifepayments.html,2010-12,Equitable Life (Payments) Act,Royal Assent,16.12.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101216-0001.htm#10121652000722
http://services.parliament.uk//bills/2010-12/eradicationofslaveryukcompanysupplychains.html,2010-12,Eradication of Slavery (UK Company Supply Chains) Bill,1st reading: House of Commons,28.02.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120228/debtext/120228-0002.htm#12022857000002
http://services.parliament.uk//bills/2010-12/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html,2010-12,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act,1st reading: House of Commons,30.06.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100630/debtext/100630-0004.htm#10063036000008
http://services.parliament.uk//bills/2010-12/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html,2010-12,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act,2nd reading: House of Commons,21.01.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110121/debtext/110121-0001.htm#11012144000002
http://services.parliament.uk//bills/2010-12/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html,2010-12,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act,Committee Debate - 1st Sitting: House of Commons,16.02.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/estatesofdec/110216/am/110216s01.htm
http://services.parliament.uk//bills/2010-12/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html,2010-12,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act,Report stage: House of Commons,04.03.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110304/debtext/110304-0001.htm#11030451000004
http://services.parliament.uk//bills/2010-12/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html,2010-12,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act,3rd reading: House of Commons,04.03.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110304/debtext/110304-0001.htm#11030451000004
http://services.parliament.uk//bills/2010-12/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html,2010-12,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act,1st reading: House of Lords,07.03.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/index/110307.html
http://services.parliament.uk//bills/2010-12/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html,2010-12,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act,2nd reading: House of Lords,13.05.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110513-0001.htm#11051352000360
http://services.parliament.uk//bills/2010-12/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html,2010-12,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act,Committee: 1st sitting: House of Lords,15.06.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110615-0001.htm#11061544000799
http://services.parliament.uk//bills/2010-12/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html,2010-12,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act,3rd reading: House of Lords,23.06.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110623-0001.htm#11062334001035
http://services.parliament.uk//bills/2010-12/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html,2010-12,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act,Royal Assent,12.07.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110712-0003.htm#1107133000118
http://services.parliament.uk//bills/2010-12/europeancommunitiesact1972repeal.html,2010-12,European Communities Act 1972 (Repeal) Bill,1st reading: House of Commons,05.07.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100705/debtext/100705-0002.htm#10070540000002
http://services.parliament.uk//bills/2010-12/europeanconventiononhumanrightstemporarywithdrawal.html,2010-12,European Convention on Human Rights (Temporary Withdrawal) Bill,1st reading: House of Commons,21.02.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120221/debtext/120221-0001.htm#12022143000008
http://services.parliament.uk//bills/2010-12/europeanconventiononhumanrightswithdrawal.html,2010-12,European Convention on Human Rights (Withdrawal) Bill,1st reading: House of Commons,24.03.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110324/debtext/110324-0002.htm#11032467000016
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,1st reading: House of Commons,11.11.2010,http://www.parliament.uk/business/bills-and-legislation/current-bills/bills-before-parliament-no-debate/
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,2nd reading: House of Commons,07.12.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101207/debtext/101207-0002.htm#10120737000002
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Programme motion: House of Commons,07.12.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101207/debtext/101207-0004.htm#10120761000001
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Money resolution: House of Commons,07.12.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101207/debtext/101207-0004.htm#10120761000002
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 1st sitting: House of Commons,11.01.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110111/debtext/110111-0002.htm#11011161000002
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 2nd sitting: House of Commons,24.01.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110124/debtext/110124-0001.htm#1101248000001
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Programme motion (No. 2): House of Commons,24.01.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110124/debtext/110124-0001.htm#1101248000002
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 3rd sitting: House of Commons,25.01.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110125/debtext/110125-0001.htm#11012545000002
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 4th sitting: House of Commons,26.01.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110126/debtext/110126-0002.htm#11012654000003
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 5th sitting: House of Commons,01.02.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110201/debtext/110201-0001.htm#11020142000002
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Report stage: House of Commons,08.03.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110308/debtext/110308-0001.htm#11030855000002
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,3rd reading: House of Commons,08.03.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110308/debtext/110308-0003.htm#column_845
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,1st reading: House of Lords,09.03.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110309-0001.htm#11030947000327
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,2nd reading: House of Lords,22.03.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110322-0001.htm#11032289000573
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 1st sitting: House of Lords,05.04.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110405-0001.htm#11040561000476
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 2nd sitting: House of Lords,26.04.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110426-0001.htm#11042610000482
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 3rd sitting: House of Lords,03.05.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110503-0001.htm#1105038000430
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 4th sitting: House of Lords,09.05.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110509-0002.htm#11050931000057
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 5th sitting: House of Lords,16.05.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110516-0002.htm#11051624000094
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 6th sitting: House of Lords,17.05.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110517-0002.htm#11051758000736
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 7th sitting: House of Lords,23.05.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110523-0001.htm#1105236000452
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Committee: 8th sitting: House of Lords,25.05.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110525-0001.htm#11052568000408
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Report: 1st sitting: House of Lords,08.06.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110608-0001.htm#11060854000383
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Report: 2nd sitting: House of Lords,13.06.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110613-0001.htm#1106136000355
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Report: 3rd sitting: House of Lords,15.06.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110615-0001.htm#11061544000801
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,3rd reading: House of Lords,23.06.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110623-0001.htm#11062334001036
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Ping Pong: House of Commons,11.07.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110711/debtext/110711-0002.htm#11071139000001
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Programme (No. 3) motion: House of Commons,11.07.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110711/debtext/110711-0002.htm#11071139000003
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Ping Pong: House of Lords,13.07.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110713-0001.htm#11071356000445
http://services.parliament.uk//bills/2010-12/europeanunion.html,2010-12,European Union Act,Royal Assent,19.07.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110719-0001.htm#11071993000367
http://services.parliament.uk//bills/2010-12/europeanunionauditofbenefitsandcostsofukmembership.html,2010-12,European Union (Audit of Benefits and Costs of UK Membership) Bill,1st reading: House of Commons,05.07.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100705/debtext/100705-0002.htm#10070540000002
http://services.parliament.uk//bills/2010-12/europeanunionexemptionfromvalueaddedtaxregulation.html,2010-12,European Union (Exemption from Value Added Tax Regulation) Bill,1st reading: House of Commons,24.03.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110324/debtext/110324-0002.htm#11032467000016
http://services.parliament.uk//bills/2010-12/europeanunionfreedomofmovementamendment.html,2010-12,European Union (Freedom of Movement) (Amendment) Bill,1st reading: House of Commons,24.03.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110324/debtext/110324-0002.htm#11032467000016
http://services.parliament.uk//bills/2010-12/europeanunionact2011amendment.html,2010-12,European Union Act 2011 (Amendment) Bill,1st reading: House of Commons,07.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110907/debtext/110907-0001.htm#11090754000009
http://services.parliament.uk//bills/2010-12/europeanunionact2011amendmentno2.html,2010-12,European Union Act 2011 (Amendment) (No. 2) Bill,1st reading: House of Commons,25.10.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm111025/debtext/111025-0001.htm#11102537000001
http://services.parliament.uk//bills/2010-12/europeanunionmembershipeconomicimplicationshl.html,2010-12,European Union Membership (Economic Implications) Bill [HL],1st reading: House of Lords,19.07.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/100719-0001.htm#1007199000869
http://services.parliament.uk//bills/2010-12/europeanunionmembershipeconomicimplicationshl.html,2010-12,European Union Membership (Economic Implications) Bill [HL],2nd reading: House of Lords,25.11.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/111125-0001.htm#11112523000569
http://services.parliament.uk//bills/2010-12/europeanunionmembershipeconomicimplicationshl.html,2010-12,European Union Membership (Economic Implications) Bill [HL],Order of Commitment discharged: House of Lords,14.12.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/111214-0001.htm#11121475000788
http://services.parliament.uk//bills/2010-12/europeanunionmembershipeconomicimplicationshl.html,2010-12,European Union Membership (Economic Implications) Bill [HL],3rd reading: House of Lords,21.12.2011,
http://services.parliament.uk//bills/2010-12/europeanunionmembershipeconomicimplicationshl.html,2010-12,European Union Membership (Economic Implications) Bill [HL],1st reading: House of Commons,10.01.2012,http://www.parliament.uk/business/bills-and-legislation/current-bills/bills-before-parliament-no-debate/
http://services.parliament.uk//bills/2010-12/europeanunionmembershipreferendum.html,2010-12,European Union Membership (Referendum) Bill,1st reading: House of Commons,05.07.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100705/debtext/100705-0002.htm#10070540000002
http://services.parliament.uk//bills/2010-12/exportcreditsguaranteedepartmentregulationandreporting.html,2010-12,Export Credits Guarantee Department (Regulation and Reporting) Bill,1st reading: House of Commons,27.04.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110427/debtext/110427-0001.htm#11042772000002
http://services.parliament.uk//bills/2010-12/facecoveringsregulation.html,2010-12,Face Coverings (Regulation) Bill,1st reading: House of Commons,30.06.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100630/debtext/100630-0004.htm#10063036000008
http://services.parliament.uk//bills/2010-12/feechargingdebtmanagementcompaniespromotionoffreedebtmanagementadvice.html,2010-12,Fee Charging Debt Management Companies (Promotion of Free Debt Management Advice)  Bill,1st reading: House of Commons,19.10.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm111019/debtext/111019-0002.htm#11101946000002
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,1st reading: House of Commons,29.03.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110329/debtext/110329-0005.htm#11033015000052
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,2nd reading: House of Commons,26.04.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110426/debtext/110426-0002.htm#11042632000001
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Whole House Committee: 1st sitting: House of Commons,03.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110503/debtext/110503-0002.htm#11050315000001
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Whole House Committee: 2nd sitting: House of Commons,04.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110504/debtext/110504-0001.htm#11050491000003
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 1st sitting: House of Commons,10.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110510/am/110510s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 2nd sitting: House of Commons,10.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110510/pm/110510s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 3rd sitting: House of Commons,12.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110512/am/110512s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 4th sitting: House of Commons,12.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110512/pm/110512s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 5th sitting: House of Commons,17.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110517/am/110517s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 6th sitting: House of Commons,17.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110517/pm/110517s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 7th sitting: House of Commons,19.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110519/am/110519s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 8th sitting: House of Commons,19.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110519/pm/110519s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 9th sitting: House of Commons,24.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110524/am/110524s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 10th sitting: House of Commons,24.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110524/pm/110524s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 11th sitting: House of Commons,07.06.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110607/am/110607s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 12th sitting: House of Commons,07.06.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110607/pm/110607s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 13th sitting: House of Commons,09.06.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110609/am/110609s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee Debate - 14th sitting: House of Commons,09.06.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/finance/110609/pm/110609s01.htm
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Report: 1st sitting: House of Commons,28.06.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110628/debtext/110628-0002.htm#11062856000002
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Report: 2nd sitting: House of Commons,04.07.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110704/debtext/110704-0002.htm#1107044000001
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Report stage: House of Commons,05.07.2011,
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,3rd reading: House of Commons,05.07.2011,
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,1st reading: House of Lords,06.07.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110706-0001.htm#11070688000362
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,3rd reading: House of Lords,18.07.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110718-0002.htm#11071830000099
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,2nd reading: House of Lords,18.07.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110718-0002.htm#11071830000099
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Committee negatived: House of Lords,18.07.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110718-0002.htm#11071830000099
http://services.parliament.uk//bills/2010-12/financeno3.html,2010-12,Finance Act,Royal Assent,19.07.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110719-0001.htm#11071993000367
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,1st reading: House of Commons,28.06.2010,http://www.parliament.uk/business/bills-and-legislation/current-bills/bills-before-parliament-no-debate/
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,2nd reading: House of Commons,06.07.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100706/debtext/100706-0001.htm#10070631000001
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,Committee: 1st sitting: House of Commons,12.07.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100712/debtext/100712-0002.htm#10071219000001
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,Committee: 2nd sitting: House of Commons,13.07.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100713/debtext/100713-0002.htm#10071330000002
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,Committee: 3rd sitting: House of Commons,15.07.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100715/debtext/100715-0001.htm#10071530000003
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,3rd reading: House of Commons,20.07.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100720/debtext/100720-0001.htm#10072029000012
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,1st reading: House of Lords,21.07.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/100721-0001.htm#10072123000353
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,2nd reading: House of Lords,26.07.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/100726-0001.htm#1007266000416
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,3rd reading: House of Lords,26.07.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/100726-0001.htm#1007266000416
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,Committee negatived: House of Lords,26.07.2010,
http://services.parliament.uk//bills/2010-12/finance.html,2010-12,Finance (No. 2) Act,Royal Assent,27.07.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/100727-0002.htm#10072739000586
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,1st reading: House of Commons,15.09.2010,http://www.parliament.uk/business/bills-and-legislation/current-bills/bills-before-parliament-no-debate/
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,2nd reading: House of Commons,11.10.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101011/debtext/101011-0002.htm#1010115000001
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,Committee Debate - 1st sitting: House of Commons,19.10.2010,http://www.publications.parliament.uk/pa/cm201011/cmpublic/financeno2/101019/am/101019s01.htm
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,Committee Debate - 2nd sitting: House of Commons,19.10.2010,http://www.publications.parliament.uk/pa/cm201011/cmpublic/financeno2/101019/pm/101019s01.htm
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,Committee stage: House of Commons,19.10.2010,
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,Committee Debate - 3rd sitting: House of Commons,26.10.2010,http://www.publications.parliament.uk/pa/cm201011/cmpublic/financeno2/101026/am/101026s01.htm
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,Committee Debate - 4th sitting: House of Commons,26.10.2010,http://www.publications.parliament.uk/pa/cm201011/cmpublic/financeno2/101026/pm/101026s01.htm
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,Committee Debate - 5th sitting: House of Commons,28.10.2010,http://www.publications.parliament.uk/pa/cm201011/cmpublic/financeno2/101028/am/101028s01.htm
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,Report stage: House of Commons,08.11.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101108/debtext/101108-0001.htm#10110810000002
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,3rd reading: House of Commons,08.11.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101108/debtext/101108-0003.htm
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,1st reading: House of Lords,09.11.2010,
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,2nd reading: House of Lords,22.11.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101122-0001.htm#1011228000456
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,3rd reading: House of Lords,22.11.2010,
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,Committee negatived: House of Lords,22.11.2010,
http://services.parliament.uk//bills/2010-12/financeno2.html,2010-12,Finance (No. 3) Act,Royal Assent,16.12.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101216-0001.htm#10121652000722
http://services.parliament.uk//bills/2010-12/financeno4.html,2010-12,Finance (No. 4) Bill,1st reading: House of Commons,26.03.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120326/debtext/120326-0005.htm#12032714000021
http://services.parliament.uk//bills/2010-12/financeno4.html,2010-12,Finance (No. 4) Bill,2nd reading: House of Commons,16.04.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120416/debtext/120416-0001.htm#1204161000001
http://services.parliament.uk//bills/2010-12/financeno4.html,2010-12,Finance (No. 4) Bill,Programme motion: House of Commons,16.04.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120416/debtext/120416-0004.htm#1204173000002
http://services.parliament.uk//bills/2010-12/financeno4.html,2010-12,Finance (No. 4) Bill,Carry-over motion: House of Commons,16.04.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120416/debtext/120416-0004.htm#1204173000004
http://services.parliament.uk//bills/2010-12/financeno4.html,2010-12,Finance (No. 4) Bill,Committee: 1st sitting: House of Commons,18.04.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120418/debtext/120418-0001.htm#12041847000002
http://services.parliament.uk//bills/2010-12/financeno4.html,2010-12,Finance (No. 4) Bill,Committee: 2nd sitting: House of Commons,19.04.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120419/debtext/120419-0002.htm#12041924000001
