BillURL,SessionYr,DateAccessed,BillName,BillType,BillCat,LastChange,Stage,Sponsor1,Sponsor2,Sponsor1Inst,Sponsor2Inst,Agent,Promoter,LastStg,LastStgDate,NextStg,NextStgDate,BillTxtLnk1,BillTxtLnk2,BillTxtDate,BillTxtTitle,LatestNews,Summary,mpnameuseful,mpid_twfy,mpid_grdn,mpparty,mpmajority,mpentered,mpyearentered,mpconstituency,constid_grdn,mpmatch
http://services.parliament.uk//bills/2008-09/borderscitizenshipandimmigrationhl.html,2008-09,20120508,"Borders, Citizenship and Immigration Act",Government Bill,G,12.11.2009,Royal Assent,Lord West of Spithead,Jacqui Smith,Home Office,Home Office,NA,NA,Royal Assent,20.07.2009,,,http://www.opsi.gov.uk/acts/acts2009/ukpga_20090011_en_1,http://www.opsi.gov.uk/acts/acts2009/pdf/ukpga_20090011_en.pdf,21.07.2009,"Borders, Citizenship and Immigration Act 2009 c.11",," u'\n'  The Bill is the latest to seek to amend the law on immigration, asylum and nationality.  It includes the citizenship and child protection aspects of the Draft (Partial) Immigration and Citizenship Bill which was published for consultation in July 2008. It incorporates aspects of other consultation exercises on the Common Travel Area (the UK, the Channel Islands, the Isle of Man and the Republic of Ireland), and on immigration appeals.     Key areas       Allows for certain functions to be transferred from HM Revenue &amp; Customs to officials of the recently created UK Border Agency. The customs role of the UK Border Agency will focus on border-related matters, while HM Revenue &amp; Customs will retain responsibility for revenue and customs functions inland  Implements the Government's proposals for a new 'path to citizenship' by amending provisions of the British Nationality Act 1981 relating to naturalisation as a British citizen. Other amendments relate to the children of foreign and Commonwealth members of the armed forces and to the registration as British citizens of children born abroad to British mothers before 7 February 1961</li><li class=""MsoNormal"" style=""margin: 0cm 0cm 0pt; tab-stops: list 36.0pt"">Introduces powers to control all those arriving in the UK from another part of the Common Travel Area. Other changes relate to restrictions on studying in the UK, powers to take fingerprints, and detention at ports in Scotland</li><li class=""MsoNormal"" style=""margin: 0cm 0cm 0pt; tab-stops: list 36.0pt"">Allows judicial review applications in immigration and nationality cases to be heard by the new Upper Tribunal instead of the High Court </li><li class=""MsoNormal"" style=""margin: 0cm 0cm 0pt; tab-stops: list 36.0pt"">Introduces a new duty on the UK Border Agency to safeguard the welfare of children. </li></ul> u""A further draft Immigration Bill, implementing the rest of the Government's proposals, is expected in the autumn.\r\n        """,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2008-09/bournemouthboroughcouncilhl.html,2008-09,20120508,Bournemouth Borough Council Act,Private Bill,PB,21.10.2011,Royal Assent,NA,NA,NA,NA,Sharpe Pritchard,Bournemouth Borough Council,Royal Assent,08.04.2010,,,http://www.opsi.gov.uk/acts/localact2010/ukla_20100002_en_1,http://www.opsi.gov.uk/acts/localact2010/pdf/ukla_20100002_en.pdf,12.04.2010,Bournemouth Borough Council Act 2010 c.ii ,," u'\n'  There will be no further opportunities to petition against this Bill.    Lords petitioning period ended 6.2.07  Commons petitioning period ended 10.12.07    The Bill was opposed in both Houses. 12 petition was deposited against the Bill in the House of Lords and 3 petitions in the House of Commons.   To see the petitions follow the ""bill documents"" link on the left hand side of this page.  u'\n'  Summary of the Bill  u'\n'  The Bill makes provisions relating to street trading and consumer protection in the area, in particular by:    allowing the Council to regulate services offered on the street as well as the sale of goods   altering the exemption enjoyed by holders of a pedlar’s certificate from the street trading regime in the Local Government (Miscellaneous Provisions) Act 1982  empowering council officers or the police to seize goods and equipment when they believe a street trading offence has been committed  empowering courts to order the forfeiture of such articles  enabling council officers to serve fixed penalty notices for street trading offences.</li></ul> <p>This Bill has been carried over from the previous Session.</p> <p>Further information can be found in the Explanatory Memorandum that accompanies the Bill.</p> <p><a href=""http://www.publications.parliament.uk/pa/ld200708/ldprbill/003/07003x--.htm"">Read the Explanatory Memorandum</a> </p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2008-09/britishmuseumact1963amendment.html,2008-09,20120508,British Museum Act 1963 (Amendment) Bill,Private Members' Bill (Presentation Bill),PMB-C,09.11.2009,Commons,Mr Andrew Dismore,NA,,NA,NA,NA,2nd Reading: House of Commons,15.05.2009,,,http://www.publications.parliament.uk/pa/cm200809/cmbills/032/09032.1-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/032/2009032.pdf,13.03.2009,Bill as introduced,," u'\n'  At present the British Museum is prevented by statute from disposing of objects in its collections except in very limited circumstances. The Bill’s purpose is to amend the British Museum Act 1963 to enable the British Museum to transfer to another institution, for public exhibition, any object from its collections, in certain circumstances, where public access is guaranteed. Those circumstances are:    where the object would be more widely accessible to visitors than in the British Museum   where it would be more appropriately displayed in the recipient institution than in the British Museum by reason of its historic links  where the object came to form part of the collections of the British Museum in circumstances which make its retention in the collections undesirable or inappropriate. </li></ul> <p>The Bill confers a general power but its sponsor envisages only one situation in which it might realistically apply: to repatriate the Parthenon Marbles to Greece. </p> u'\n'",Andrew Dismore,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound
http://services.parliament.uk//bills/2008-09/broadcastingpublicservicecontent.html,2008-09,20120508,Broadcasting (Public Service Content)  Bill,Private Members' Bill (Presentation Bill),PMB-C,09.11.2009,Commons,Mr Christopher Chope,NA,,NA,NA,NA,2nd Reading: House of Commons,12.06.2009,,,http://www.publications.parliament.uk/pa/cm200809/cmbills/049/09049.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/049/2009049.pdf,08.06.2009,Bill as introduced,," u'\n'  The Bill provides a definition of public service content for the purposes of public service broadcasting. Its provisions would require that no licence fee revenue would be paid for BBC services failing to meet this definition.    Key areas     Defines public service content in terms of: impartial, factual and objective news or current affairs; children’s programming; charitable or religious programming; or content unlikely to be supplied by the market </li><li>Gives the National Audit Office a role in determining whether market failure exists in relation to some broadcasting content</li><li>Requires all public service content to meet prevailing standards of good taste and decency </li><li>Repeals section 264 of the Communications Act 2003 which provides for Ofcom having to periodically report on the state of public service television broadcasting </li><li>Prevents licence fee revenue being paid to the BBC for services not meeting the definition of public service content</li><li>Gives the National Audit Office a duty to keep under review, and to conduct a value for money audit of the total cost of public service television broadcasting.</li></ul> u'\n'",Christopher Chope,10103,941,Conservative,15410,1983-06-09,1983,Christchurch,821,OK
http://services.parliament.uk//bills/2008-09/broadcastingtelevisionlicencefeeabolition.html,2008-09,20120508,Broadcasting (Television Licence Fee Abolition) Bill,Private Members' Bill (Presentation Bill),PMB-C,09.11.2009,Commons,Mr Christopher Chope,NA,,NA,NA,NA,1st Reading: House of Commons,26.01.2009,,,http://www.publications.parliament.uk/pa/cm200809/cmbills/044/09044.1-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/044/2009044.pdf,13.02.2009,Bill as introduced,," u'\n'  The Bill would abolish the requirement for a television licence fee, by repealing the part of the Communications Act 2003 that relates to licensing of TV reception.  u'\n'",Christopher Chope,10103,941,Conservative,15410,1983-06-09,1983,Christchurch,821,OK
http://services.parliament.uk//bills/2008-09/broadsauthority.html,2008-09,20120508,Broads Authority Act,Private Bill,PB,16.10.2009,Royal Assent,NA,NA,NA,NA,Winckworth Sherwood,The Broads Authority,Royal Assent,02.07.2009,,,http://www.opsi.gov.uk/acts/localact2009/ukla_20090001_en_1,http://www.opsi.gov.uk/acts/localact2009/pdf/ukla_20090001_en.pdf,02.07.2009,Broads Authority Act 2009 c.i,," u'\n'    The petitioning period in the House of Lords ended on 19 May and 14 petitions were deposited.       This was the last opportunity to petition against the Bill as it has already completed its passage through the House of Commons.     u'\n'  Summary of the Bill  u'\n'  The Bill updates the 1988 Norfolk and Suffolk Broads Act and will give the Authority various new powers. It will combine the Navigation and General Accounts into one fund.   The Bill will enable the Authority to:     effectively apply the National Boat Safety Scheme to reduce the risk of fire and explosions   introduce compulsory third party insurance for boats in its area  license hire boats </li><li>give the Haddiscoe Cut a public right of navigation </li><li>make possible the transfer of responsibility for the navigation on Breydon Water from the Great Yarmouth Port Authority </li><li>make a voluntary agreement to manage water skiing and distinguish between water-skiing and wakeboarding so they can be managed separately </li><li>control pollution from boats </li><li>remove the requirement for a separate Norwich Navigation Officer </li><li>widen the range of bodies which are involved in the appointment of members to the Authority by the Secretary of State.</li></ul> <p>This Bill has been carried over from the previous Session.</p> <p>Further information can be found in the Explanatory Memorandum that accompanies the Bill.</p> <p><a href=""http://www.publications.parliament.uk/pa/cm200708/cmprbill/005/07005x--.htm"">Read the Explanatory Memorandum</a></p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2008-09/businessratesupplements.html,2008-09,20120508,Business Rate Supplements Act,Government Bill,G,16.10.2009,Royal Assent,Hazel Blears,Baroness Andrews,Department for Communities and Local Government,Department for Communities and Local Government,NA,NA,Royal Assent,02.07.2009,,,http://www.opsi.gov.uk/acts/acts2009/ukpga_20090007_en_1,http://www.opsi.gov.uk/acts/acts2009/pdf/ukpga_20090007_en.pdf,02.07.2009,Business Rate Supplements Act 2009 c.7,," u'\n'  The Bill will create a new power for upper tier local authorities in England and Wales to levy a local supplement on the business rate and to retain the proceeds for investment in that area.     Key areas:     Only the highest tier of local authority will be entitled to levy rates; in London the power will rest with the Greater London Authority    business rate supplement revenues must be spent on economic development </li><li>a national upper limit of 2p per £1 of rateable value will apply </li><li>stipulations are made for consultation with business and matters concerning the prospectus for each scheme</li><li>circumstances are specified in which a ballot will be required and provisions made for regulating such ballots </li><li>all properties with a rateable value of £50,000 or less will be exempt.   </li></ul> <p> </p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2008-09/canterburycitycouncil.html,2008-09,20120508,Canterbury City Council Bill,Private Bill,PB,29.03.2012,Lords,NA,NA,NA,NA,Sharpe Pritchard,Canterbury City Council,Committee stage: House of Lords,24.11.2011,3rd reading: House of Lords,Date to be announced,,,,,," u'\n'   The petitioning period in the House of Commons ended on 30 January 2008.   The petitioning period in the House of Lords ended on 8 February 2010.    u'There will be no further opportunity to petition against the Bill in\xa0Parliament. '  No petitions were deposited against the Bill in the House of Commons, 1 petition was deposited in the House of Lords. Petitions can be accessed from the ""Bill documents"" link on the left hand side of this webpage.  u'\n'  Summary of the Bill  u'\n'  The Bill makes provisions relating to street trading and consumer protection in the city, in particular by:    allowing the Council to regulate services offered on the street as well as the sale of goods   altering the exemption enjoyed by holders of a pedlar’s certificate from the street trading regime in the Local Government (Miscellaneous Provisions) Act 1982 </li><li>empowering council officers, the police and community support officers to seize goods and equipment when they believe a street trading offence has been committed </li><li>empowering courts to order the forfeiture of such articles</li><li>allowing the council to regulate touting</li><li>enabling council officers, the police and community support officers to serve fixed penalty notices for street trading offences.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2008-09/carehomesdomesticpets.html,2008-09,20120508,Care Homes (Domestic Pets) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,13.11.2009,Commons,Nick Palmer,NA,,NA,NA,NA,1st Reading: House of Commons,08.07.2009,,,,,,,, u'\r\n            A Bill to make provision for residents of care homes to keep domestic pet in certain circumstances; and for connect purposes.\r\n        ',Nick Palmer,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound
http://services.parliament.uk//bills/2008-09/cervicalcancerminimumageforscreening.html,2008-09,20120508,Cervical Cancer (Minimum Age for Screening) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,23.10.2009,Commons,Mr Brooks Newmark,NA,,NA,NA,NA,1st Reading: House of Commons,14.10.2009,,,,,,,, u'\r\n            A Bill to require NHS bodies in England to provide cervical screening for women aged 20 and over.\r\n        ',Brooks Newmark,11443,5790,Conservative,16121,2005-05-05,2005,Braintree,751,OK
http://services.parliament.uk//bills/2008-09/cheapestenergytariffinformation.html,2008-09,20120508,Cheapest Energy Tariff (Information) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,23.10.2009,Commons,John Baron,NA,,NA,NA,NA,1st Reading: House of Commons,27.04.2009,,,,,,,," u'\r\n            A Bill to amend the law relating to the regulation of domestic energy providers; to require an energy company to publish on invoices information indicating whether the customer is on the cheapest tariff offered by that company, based on pattern of energy use, and the savings to be gained from any switch to this tariff; and for connected purposes\r\n        '",John Baron,10715,5765,Conservative,12338,2001-06-07,2001,Basildon and Billericay,1474,OK
http://services.parliament.uk//bills/2008-09/childpoverty.html,2008-09,20120508,Child Poverty Act,Government Bill,G,03.11.2010,Royal Assent,Stephen Timms,Lord McKenzie of Luton,HM Treasury,Department for Work and Pensions,NA,NA,Royal Assent,25.03.2010,,,http://www.opsi.gov.uk/acts/acts2010/ukpga_20100009_en_1,http://www.opsi.gov.uk/acts/acts2010/pdf/ukpga_20100009_en.pdf,25.03.2010,Child Poverty Act 2010 c.9,Following agreement by both Houses on the text of the Bill it received Royal Assent on 25 March. The Bill is now an Act of Parliament (law).," u'\n'  The Bill would provide a statutory basis to the commitment made by the Government in 1999 to eradicate child poverty by 2020. Its stated purpose is to give new impetus to the Government’s commitment, and to drive action across departments. It also aims to define success in eradicating child poverty and create a framework to monitor progress at a national and local level.    Key areas     places a duty on the Secretary of State to meet four United Kingdom-wide poverty targets by the end of the financial year 2020</li><li>requires the UK Government to publish a regular UK child poverty strategy</li><li>requires the Scottish and Northern Irish Ministers to publish child poverty strategies</li><li>establishes a Child Poverty Commission to provide advice</li><li>requires the UK Government to publish annual progress reports</li><li>places new duties on local authorities and other delivery partners in England to work together to tackle child poverty. <br/></li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2008-09/childrenincarecustody.html,2008-09,20120508,Children in Care (Custody) Bill,Private Members' Bill (Ballot Bill),PMB-C,20.10.2009,Commons,Mr Stephen Crabb,NA,,NA,NA,NA,1st Reading: House of Commons,21.01.2009,,,http://www.publications.parliament.uk/pa/cm200809/cmbills/019/09019.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/019/2009019.pdf,23.03.2009,Bill as introduced,, u'\r\n            The Bill would impose a duty on local authorities in respect of looked-after children who are detained in custody. It would also make provision for a new Care of Children Advisory Panel to advise the Secretary of State on how to allocate budgetary responsibility for care for detained looked-after children.\r\n        ',Stephen Crabb,11768,11009,Conservative,4605,2005-05-05,2005,Preseli Pembrokeshire,1231,OK
http://services.parliament.uk//bills/2008-09/citizensconventionaccountabilityandethics.html,2008-09,20120508,Citizens' Convention (Accountability and Ethics)  Bill,Private Members' Bill (Presentation Bill),PMB-C,23.10.2009,Commons,Mr Marton Caton,NA,,NA,NA,NA,1st Reading: House of Commons,08.06.2009,,,http://www.publications.parliament.uk/pa/cm200809/cmbills/106/09106.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/106/2009106.pdf,22.07.2009,Bill as Presented,," u'\n'  The Bill would require the Electoral Commission to establish a Citizens' Convention of no fewer than 100 randomly selected people, subject to a requirement that the membership of the Convention should reflect the composition of the electorate in the United Kingdom. The Convention would make recommendations on:    the system of allowances and expenses payable to Members of Parliament  the system or systems of election to each House of Parliament</li><li>the means by which electors may hold to account Members, including any mechanism for the recall or disqualification of Members</li><li>the way business is conducted in both Houses of Parliament</li><li>the funding of political parties.</li></ul> u'\n'",Marton Caton,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound
