BillURL,SessionYr,DateAccessed,BillName,BillType,BillCat,UKPB_Bill,UKPB_Act,RoyalAssent,RoyalAssentDate,LastChange,Stage,NumberofStages,firststagedate,laststagedate,Sponsor1,Sponsor2,Sponsor1Inst,Sponsor2Inst,Agent,Promoter,LatestStg,LastStgDate,NextStg,NextStgDate,BillTxtLnk1,BillTxtLnk2,BillTxtDate,BillTxtTitle,LatestNews,Summary,mpnameuseful,mpid_twfy,mpid_grdn,mpparty,mpmajority,mpentered,mpyearentered,mpconstituency,constid_grdn,mpmatch
http://services.parliament.uk//bills/2010-12/consolidatedfundappropriationno2.html,2010-12,20120509,Appropriation Act,Government Bill,G,Yes,Yes,Yes,16.03.2011,28.03.2012,Royal Assent,8,Mr Mark Hoban,Lord Sassoon,Her Majesty's Treasury,,NA,NA,Royal Assent,16.03.2011,NA,NA,http://www.legislation.gov.uk/ukpga/2011/2/contents/enacted/data.htm,NA,21.03.2011,Appropriation Act 2011 c. 2,Second reading and all remaining stages - took place on Wednesday 9 March. The Bill received Royal Assent on 16 March. The Bill is now an Act of Parliament (law).," u'\n'  The Bill provides Parliamentary authority for funds requested by the Government. It is part of 'supply procedure', which is how Parliament grants the Government’s requests for resources.   Two Consolidated Fund (Appropriation) Bills are passed each year, in March and July. They are sometimes referred to simply as “Appropriation Bills”. These, together with the Consolidated Fund Bill, provide authorisation from Parliament for the resources sought by the Government. Proceedings on the Bill are formal, ie there is no debate and the Bill goes through 'on the nod'.    Key areas     authorises provision sought in the Spring Supplementary Estimates for 2010/11 and the Statement of Excesses for 2009/10</li><li>authorises the release of money from the Consolidated Fund, which is the Government’s bank account</li><li>places limits on the purposes for which the money may be spent.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2010-12/consolidatedfundappropriation.html,2010-12,20120509,Appropriation (No. 3) Act,Government Bill,G,Yes,Yes,Yes,27.07.2010,28.03.2012,Royal Assent,8,Mr Mark Hoban,Lord Sassoon,Her Majesty's Treasury,Her Majesty's Treasury,NA,NA,Royal Assent,27.07.2010,NA,NA,http://www.opsi.gov.uk/acts/acts2010/ukpga_20100030_en_1,http://www.opsi.gov.uk/acts/acts2010/pdf/ukpga_20100030_en.pdf,29.07.2010,Appropriation (No. 3) Act 2010 c.30,," u'\n'  The Bill provides Parliamentary authority for funds requested by the Government. It is part of the 'supply procedure', which is how Parliament grants the Government’s requests for resources.    There are usually two Consolidated Fund (Appropriation) Bills each year, in March and July. This year there was also a Bill in April because of the General Election. These Bills are sometimes referred to simply as 'Appropriation Bills'. Together with the Consolidated Fund Bill, the Bills provide authorisation from Parliament for the resources sought by the Government. Proceedings on the Bill are formal (ie there is no debate and the Bill goes through 'on the nod').    Key areas     authorises the release of money from the Consolidated Fund, which is the Government’s bank account</li><li>places limits on the purposes for which the money may be spent</li><li>once passed, the Bill becomes the Appropriation (No. 3) Act 2010.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2010-12/arbitrationandmediationservicesequalityhl.html,2010-12,20120509,Arbitration and Mediation Services (Equality) Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,02.05.2012,Lords,1,Baroness Cox,NA,,NA,NA,NA,1st reading: House of Lords,07.06.2011,NA,NA,http://www.publications.parliament.uk/pa/bills/lbill/2010-2012/0072/lbill_2010-20120072_en_1.htm,http://www.publications.parliament.uk/pa/bills/lbill/2010-2012/0072/2012072.pdf,08.06.2011,HL Bill 72 2010-12 (as introduced),, u'\r\n            To make further provision about arbitration and mediation services and the application of equality legislation to such services; to make provision about the protection of victims of domestic abuse; and for connected purposes.\r\n        ',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2010-12/armedforces.html,2010-12,20120509,Armed Forces Act,Government Bill,G,Yes,Yes,Yes,03.11.2011,15.12.2011,Royal Assent,21,Liam Fox,Lord Astor of Hever,Ministry of Defence,Ministry of Defence,NA,NA,Royal Assent,03.11.2011,NA,NA,http://www.legislation.gov.uk/ukpga/2011/18/contents/enacted/data.htm,NA,14.11.2011,Armed Forces Act 2011 c.18,," u'\n'  An Armed Forces Bill is required every five years. The last Bill received Royal Assent in November 2006 and therefore a new Bill is required in the 2010-2011 Session.   The Bill provides the legal basis for the system of military law which exists in the UK, and an opportunity to make any suggested or necessary amendments. It also presents an opportunity to introduce new measures relating to the Armed Forces outside the traditional sphere of Service discipline.    Key areas     Renews the 2006 Armed Forces Act for a further five years</li><li>Makes provision for the Secretary of State to make an annual report to Parliament on the military covenant </li><li>Extends statutory inspections by her Majesty’s Inspectorate of Constabulary to the Service police and makes further provision for the independence of Service police investigations from the chain of command. The Bill will also improve procedures for maintaining standards within the MOD Police</li><li>Confers new powers on judge advocates to authorise entry and search of certain premises; and on the Secretary of State to make provision for Service police to access special categories of material such as bank records</li><li>Develops the procedures for the redress of complaints by Service personnel </li><li>Introduces a bespoke military scheme for the testing of Service personnel for alcohol and drugs, in line with the provisions of the Railways and Transport Safety Act 2003, from which the military is exempt </li><li>Extends the jurisdiction of the new courts and procedures, which were established in the Armed Forces Act 2006, to prisoners of war.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2010-12/armedforcesgermany.html,2010-12,20120509,Armed Forces (Germany) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,01.05.2012,Commons,1,John Mann,NA,,NA,NA,NA,1st reading: House of Commons,31.01.2012,NA,NA,NA,NA,NA,NA,The Bill failed to complete its passage through Parliament before the end of the session. This means the Bill will make no further progress., u'\r\n            A Bill to require the Secretary of State to repatriate to the United Kingdom before the end of 2015 all British military personnel serving on British military bases in Germany; and for connected purposes.\r\n        ',John Mann,11093,6311,Labour,8215,2001-06-07,2001,Bassetlaw,693,OK
http://services.parliament.uk//bills/2010-12/armedforcesleave.html,2010-12,20120509,Armed Forces (Leave) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,01.05.2012,Commons,1,Mr Peter Bone,NA,,NA,NA,NA,1st reading: House of Commons,05.07.2010,NA,NA,NA,NA,NA,NA,The Bill failed to complete its passage through Parliament before the end of the session. This means the Bill will make no further progress., u'\r\n            A Bill to provide that leave for members of the armed forces serving overseas should be calculated from the time an individual arrives back in the United Kingdom; and for connected purposes. \r\n        ',Peter Bone,11915,6172,Conservative,11787,2005-05-05,2005,Wellingborough,1413,OK
http://services.parliament.uk//bills/2010-12/armedforcescharter.html,2010-12,20120509,Armed Forces Charter Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,01.05.2012,Commons,1,Thomas Docherty,NA,,NA,NA,NA,1st reading: House of Commons,09.11.2010,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to give statutory effect to certain aspects of Armed Forces personnel\u2019s and veterans\u2019 welfare provision; and for connected purposes.\r\n\r\n        ',Thomas Docherty,24730,6427,Labour,5470,2010-05-06,2010,Dunfermline and West Fife,889,OK
http://services.parliament.uk//bills/2010-12/autismqualitystandards.html,2010-12,20120509,Autism (Quality Standards) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,01.05.2012,Commons,1,Mr Robert Buckland,NA,,NA,NA,NA,1st reading: House of Commons,24.05.2011,NA,NA,NA,NA,NA,NA,The Bill failed to complete its passage through Parliament before the end of the session. This means the Bill will make no further progress., u'\r\n            A Bill to require the Secretary of State to make a referral to the National Institute for Health and Clinical Excellence (NICE) to develop and publish quality standards for autism spectrum disorders; and for connected purposes\r\n        ',Robert Buckland,24843,9356,Conservative,3544,2010-05-06,2010,South Swindon,1308,OK
http://services.parliament.uk//bills/2010-12/bailamendment.html,2010-12,20120509,Bail (Amendment) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,01.05.2012,Commons,1,Andrew Stephenson,NA,,NA,NA,NA,1st reading: House of Commons,28.06.2011,NA,NA,NA,NA,NA,NA,The Bill failed to complete its passage through Parliament before the end of the session. This means the Bill will make no further progress., u'\r\n            A Bill to confer upon the prosecution a right of appeal against judges\u2019 decisions to grant bail; and for connected purposes\r\n        ',Andrew Stephenson,24759,12747,Conservative,3585,2010-05-06,2010,Pendle,1217,OK
http://services.parliament.uk//bills/2010-12/bankofirelandukplc.html,2010-12,20120509,Bank of Ireland (UK) plc Act,Private Bill,PB,No,No,Yes,08.03.2012,01.05.2012,Royal Assent,12,NA,NA,NA,NA,Sharpe Pritchard,,Royal Assent,08.03.2012,NA,NA,NA,NA,NA,NA,The Bill received Royal Assent on 8 March 2012 and is now an Act of Parliament.," u'\n'  If you are ""specially and directly affected"" by this Bill you may oppose the Bill or seek its amendment before a Select Committee in either or both Houses.  If you present a ""petition"" against the bill at the appropriate times (during a ""petitioning period"") you may be able to have your views on the bill heard by the Committee (in whichever House you petition).    There are specific times when petitions can be presented:    The opportunity to oppose the Bill in the House of Commons ended on 31 January 2011.  The opportunity to oppose the Bill in the House of Lords ended on 7 November 2011.     There will be no further opportunity to petition against the Bill in Parliament.   No petitions were deposited against the Bill in either the House of Commons or the House of Lords.    Further information about petitioning  can be found by following the link or you can  contact  one of the Private Bill Offices.  Staff in either office will be happy to answer any questions you may have about the process of opposing a private bill.    u'\n'  Summary of the Bill  u'\n'  The Bill makes provision for the transfer to the Bank of Ireland (UK) plc of the statutory right to issue banknotes in Northern Ireland that is currently conferred on the Governor and Company of the Bank of Ireland. The transfer of this right will take place on a day to be appointed by the board of the Bank of Ireland (UK) plc.  <p>The transfer made under these provisions will mean that the Bank of Ireland (UK) plc will become an authorised bank for the purposes of Part 6 of the Banking Act 2009 so that it may issue banknotes in Northern Ireland in accordance with the provisions of Part 6. The Governor and Company of the Bank of Ireland will cease to be an authorised bank for this purpose.</p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2010-12/bankingdisclosureresponsibilityandeducation.html,2010-12,20120509,"Banking (Disclosure, Responsibility and Education) Bill","Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,01.05.2012,Commons,1,Chris Evans,NA,,NA,NA,NA,1st reading: House of Commons,26.03.2012,NA,NA,NA,NA,NA,NA,The Bill failed to complete its passage through Parliament before the end of the session. This means the Bill will make no further progress.," u'\r\n            A Bill to make provision for the collection from the UK banking sector of financial inclusion audits and data on financial transactions, including commodity trading; to make provision for further obligations on the appropriate financial regulator regarding financial consumer protection and education; and for connected purposes.\r\n        '",Chris Evans,24721,8686,Labour,12215,2010-05-06,2010,Islwyn,1048,OK
http://services.parliament.uk//bills/2010-12/bankingandfinancialservicescommunityinvestment.html,2010-12,20120509,Banking and Financial Services (Community Investment) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,02.05.2012,Commons,1,Hazel Blears,NA,,NA,NA,NA,1st reading: House of Commons,14.12.2010,NA,NA,NA,NA,NA,NA,," u'\r\n            A Bill to make provision for a voluntary mechanism through which banks, building societies and other providers of financial services can support community projects through reinvestment of part of their profits and assistance in kind; and for connected purposes;\r\n\r\n        '",Hazel Blears,10048,468,Labour,5725,1997-05-01,1997,Salford and Eccles,1525,OK
http://services.parliament.uk//bills/2010-12/bbclicencefeepayersvotingrights.html,2010-12,20120509,BBC Licence Fee Payers (Voting Rights) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,01.05.2012,Commons,1,Robert Halfon,NA,,NA,NA,NA,1st reading: House of Commons,08.02.2011,NA,NA,http://www.publications.parliament.uk/pa/bills/cbill/2010-2012/0142/cbill_2010-20120142_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2010-2012/0142/2012142.pdf,04.11.2011,Bill 142 2010-12 (as introduced),The Bill failed to complete its passage through Parliament before the end of the session. This means the Bill will make no further progress.," u'\r\n            A Bill to require the BBC to enable licence fee payers to vote on its strategic direction and aspects of senior salaries and programming, including referenda on particular issues; to provide for election of the BBC Trust and the non-executive members of the BBC Executive Board by licence fee payers; to make other provision relating to the governance of the BBC; and for connected purposes.\r\n        '",Robert Halfon,24784,5930,Conservative,4925,2010-05-06,2010,Harlow,1000,OK
http://services.parliament.uk//bills/2010-12/bettingshops.html,2010-12,20120509,Betting Shops Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,01.05.2012,Commons,1,Dame Joan Ruddock,NA,,NA,NA,NA,1st reading: House of Commons,19.07.2011,NA,NA,http://www.publications.parliament.uk/pa/bills/cbill/2010-2012/0223/cbill_2010-20120223_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2010-2012/0223/2012223.pdf,20.12.2011,Bill 223 2010-12 (as introduced),The Bill failed to complete its passage through Parliament before the end of the session. This means the Bill will make no further progress., u'\r\n            A Bill to require the Secretary of State to create a new planning use class for betting shops which would require the granting of planning permission; to provide that local planning authorities assess demand for betting shops when considering applications for premises in that planning use class and place a cap on the number of betting shops for which planning permission may be granted in any area; and for connected purposes\r\n        ',Joan Ruddock,10519,4559,Labour,12499,1987-06-11,1987,"Lewisham, Deptford",1082,OK
http://services.parliament.uk//bills/2010-12/broadcastingpublicservicecontent.html,2010-12,20120509,Broadcasting (Public Service Content) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,02.05.2012,Commons,2,Mr Christopher Chope,NA,,NA,NA,NA,2nd reading: House of Commons,01.04.2011,NA,NA,http://www.publications.parliament.uk/pa/bills/cbill/2010-2011/0027/cbill_2010-20110027_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2010-2011/0027/11027.pdf,30.03.2011,Bill 27 2010-11 (as introduced),The Bill failed to complete its passage through Parliament before the end of the session. This means the Bill will make no further progress., u'\r\n            A Bill to define public service content for the purposes of public service broadcasting.\r\n        ',Christopher Chope,10103,941,Conservative,15410,1983-06-09,1983,Christchurch,821,OK
http://services.parliament.uk//bills/2010-12/broadcastingtelevisionlicencefeeabolition.html,2010-12,20120509,Broadcasting (Television Licence Fee Abolition) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,01.05.2012,Commons,1,Mr Peter Bone,NA,,NA,NA,NA,1st reading: House of Commons,05.07.2010,NA,NA,NA,NA,NA,NA,The Bill failed to complete its passage through Parliament before the end of the session. This means the Bill will make no further progress., u'\r\n            A Bill to make provision for the abolition of the television licence fee; and for connected purposes.\r\n        ',Peter Bone,11915,6172,Conservative,11787,2005-05-05,2005,Wellingborough,1413,OK
http://services.parliament.uk//bills/2010-12/budgetresponsibilityandnationalaudithl.html,2010-12,20120509,Budget Responsibility and National Audit Act,Government Bill,G,Yes,Yes,Yes,22.03.2011,19.08.2011,Royal Assent,20,Lord Sassoon,Justine Greening,HM Treasury,HM Treasury,NA,NA,Royal Assent,22.03.2011,NA,NA,http://www.legislation.gov.uk/ukpga/2011/4/contents/enacted/data.htm,NA,23.03.2011,Budget Responsibility and National Audit Act 2011 c. 4,," u'\n'  The Bill establishes the Office for Budget Responsibility on a statutory basis, following its creation after the 2010 General Election. It requires the Treasury to publish a Charter for Budget Responsibility setting out its approach to fiscal policy.    The Bill also confirms a new corporate governance structure for the National Audit Office, under a new paid post of Chair, who would develop a joint strategy with the Comptroller and Auditor General.  u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2010-12/buildingregulationsreviewhl.html,2010-12,20120509,Building Regulations (Review) Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,02.05.2012,Commons,6,Lord Harrison,Alun Michael,,,NA,NA,1st reading: House of Commons,27.04.2011,NA,NA,http://www.publications.parliament.uk/pa/bills/cbill/2010-2012/0181/cbill_2010-20120181_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2010-2012/0181/11181.pdf,28.04.2011,Bill 181 2010-12 (as brought from the Lords),, u'\r\n            A Bill to make provision for a review of the Building Regulations 2000 with regard to the installation of automatic fire suppression systems in new residential premises.\r\n        ',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2010-12/canterburycitycouncil.html,2010-12,20120509,Canterbury City Council Bill,Private Bill,PB,No,No,No,NA,25.04.2012,Lords,18,NA,NA,NA,NA,Sharpe Pritchard,Canterbury City Council,Committee stage: House of Lords,24.11.2011,3rd reading: House of Lords,Date to be announced,NA,NA,NA,NA,," u'\n'   The petitioning period in the House of Commons ended on 30 January 2008.   The petitioning period in the House of Lords ended on 8 February 2010.    u'There will be no further opportunity to petition against the Bill in\xa0Parliament. '  No petitions were deposited against the Bill in the House of Commons, 1 petition was deposited in the House of Lords. Petitions can be accessed from the ""Bill documents"" link on the left hand side of this webpage.  u'\n'  Summary of the Bill  u'\n'  The Bill makes provisions relating to street trading and consumer protection in the city, in particular by:    allowing the Council to regulate services offered on the street as well as the sale of goods   altering the exemption enjoyed by holders of a pedlar’s certificate from the street trading regime in the Local Government (Miscellaneous Provisions) Act 1982 </li><li>empowering council officers, the police and community support officers to seize goods and equipment when they believe a street trading offence has been committed </li><li>empowering courts to order the forfeiture of such articles</li><li>allowing the council to regulate touting</li><li>enabling council officers, the police and community support officers to serve fixed penalty notices for street trading offences.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
