BillURL,SessionYr,DateAccessed,BillName,BillType,BillCat,LastChange,Stage,Sponsor1,Sponsor2,Sponsor1Inst,Sponsor2Inst,Agent,Promoter,LastStg,LastStgDate,NextStg,NextStgDate,BillTxtLnk1,BillTxtLnk2,BillTxtDate,BillTxtTitle,LatestNews,Summary,mpnameuseful,mpid_twfy,mpid_grdn,mpparty,mpmajority,mpentered,mpyearentered,mpconstituency,constid_grdn,mpmatch
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,20120508,Banking (Special Provisions) Act,Government Bill,G,25.02.2009,Royal Assent,Alistair Darling,Lord Davies of Oldham,HM Treasury,HM Treasury,NA,NA,Royal Assent,21.02.2008,,,http://www.opsi.gov.uk/acts/acts2008/ukpga_20080002_en_1,,06.03.2008,Banking (Special Provisions) Act 2008 (c. 2) - html version,The Bill enables UK-incorporated banks and building societies to be taken into public ownership. It is drafted to ensure that a bank can be acquired only in certain defined circumstances and that this power will last for only 12 months.," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill      u'\n'  Related information  u'\n'              Public Bill workshops           u'\n'        Want to learn more about engaging with Parliament’s scrutiny of legislation?       The Houses of Parliament’s Outreach Service holds free regular workshops open to anyone interested in engaging with Public Bills.    u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'    Human rights    u'\n'       Do you have expertise or a special interest in human rights? The Joint Committee on Human Rights scrutinises the human rights implications of Government Bills.     u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2007-08/boroughfreedom.html,2007-08,20120508,Borough Freedom  Bill,Private Members' Bill (Ballot Bill),PMB-C,25.04.2008,Commons,Derek Conway,NA,,NA,NA,NA,1st Reading: House of Commons,05.12.2007,,,,,,,A Bill to enable rights of admission to the freedom of cities or towns to be extended to women; to enable other amendments relating to admission to be made; to confer powers to admit persons as honorary freemen of certain places in the Confederation of the Clinque Ports; and for connected purposes," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill      u'\n'  Related information  u'\n'              Public Bill workshops           u'\n'        Want to learn more about engaging with Parliament’s scrutiny of legislation?       The Houses of Parliament’s Outreach Service holds free regular workshops open to anyone interested in engaging with Public Bills.    u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'",Derek Conway,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound
http://services.parliament.uk//bills/2007-08/boroughfreedomno2hl.html,2007-08,20120508,Borough Freedom (No. 2) Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,27.11.2008,Lords,Lord Graham of Edmonton,NA,,NA,NA,NA,1st Reading: House of Lords,02.04.2008,,,http://www.publications.parliament.uk/pa/ld200708/ldbills/048/08048.i-ii.html,,03.04.2008,Bill as introduced - html version,," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill      u'\n'  Related information  u'\n'              Public Bill workshops           u'\n'        Want to learn more about engaging with Parliament’s scrutiny of legislation?       The Houses of Parliament’s Outreach Service holds free regular workshops open to anyone interested in engaging with Public Bills.    u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,20120508,Bournemouth Borough Council Act,Private Bill,PB,21.10.2011,Royal Assent,NA,NA,NA,NA,Sharpe Pritchard,Bournemouth Borough Council,Royal Assent,08.04.2010,,,http://www.opsi.gov.uk/acts/localact2010/ukla_20100002_en_1,http://www.opsi.gov.uk/acts/localact2010/pdf/ukla_20100002_en.pdf,12.04.2010,Bournemouth Borough Council Act 2010 c.ii ,," u'\n'  There will be no further opportunities to petition against this Bill.    Lords petitioning period ended 6.2.07  Commons petitioning period ended 10.12.07    The Bill was opposed in both Houses. 12 petition was deposited against the Bill in the House of Lords and 3 petitions in the House of Commons.   To see the petitions follow the ""bill documents"" link on the left hand side of this page.  u'\n'  Summary of the Bill  u'\n'  The Bill makes provisions relating to street trading and consumer protection in the area, in particular by:    allowing the Council to regulate services offered on the street as well as the sale of goods   altering the exemption enjoyed by holders of a pedlar’s certificate from the street trading regime in the Local Government (Miscellaneous Provisions) Act 1982  empowering council officers or the police to seize goods and equipment when they believe a street trading offence has been committed  empowering courts to order the forfeiture of such articles  enabling council officers to serve fixed penalty notices for street trading offences.</li></ul> <p>This Bill has been carried over from the previous Session.</p> <p>Further information can be found in the Explanatory Memorandum that accompanies the Bill.</p> <p><a href=""http://www.publications.parliament.uk/pa/ld200708/ldprbill/003/07003x--.htm"">Read the Explanatory Memorandum</a> </p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2007-08/britishboardoffilmclassificationaccountabilitytoparliamentandappeals.html,2007-08,20120508,British Board of Film Classification (Accountability to Parliament and Appeals) Bill,Private Members' Bill (Ballot Bill),PMB-C,03.04.2008,Commons,Julian Brazier,NA,,NA,NA,NA,2nd Reading: House of Commons,29.02.2008,,,http://www.publications.parliament.uk/pa/cm200708/cmbills/016/08016.i-i.html,,25.02.2008,Bill as introduced - html version,A Bill to make provision for parliamentary scrutiny of senior appointments to the British Board of Film Classification and of guildlines produced by it; to establish a body with powers to hear appeals against the release of videos and DVDs and the classification of works in prescribed circumstances; to make provision about penalties for the distribution of illegal works; and for connect purposes," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill      u'\n'  Related information  u'\n'              Public Bill workshops           u'\n'        Want to learn more about engaging with Parliament’s scrutiny of legislation?       The Houses of Parliament’s Outreach Service holds free regular workshops open to anyone interested in engaging with Public Bills.    u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'",Julian Brazier,10065,578,Conservative,6048,1987-06-11,1987,Canterbury,788,OK
http://services.parliament.uk//bills/2007-08/britishoverseasterritoriesandcrowndependencies.html,2007-08,20120508,British Overseas Territories and Crown Dependencies Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,16.10.2008,Commons,Andrew Rosindell,NA,,NA,NA,NA,1st Reading: House of Commons,03.07.2008,,,,,,,to place duties on Her Majesty's Government regarding the participation in and regognition at State occasions of the British Overseas Territories and Crown Dependencies; to make provision about educational material concerning their constitutional and historical status; and for connected purposes," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill      u'\n'  Related information  u'\n'              Public Bill workshops           u'\n'        Want to learn more about engaging with Parliament’s scrutiny of legislation?       The Houses of Parliament’s Outreach Service holds free regular workshops open to anyone interested in engaging with Public Bills.    u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'",Andrew Rosindell,11199,6081,Conservative,16954,2001-06-07,2001,Romford,1252,OK
http://services.parliament.uk//bills/2007-08/broadcastingtelevisionlicencefeeabolition.html,2007-08,20120508,Broadcasting (Television Licence Fee Abolition) Bill,Private Members' Bill (Presentation Bill),PMB-C,20.10.2008,Commons,Christopher Chope,NA,,NA,NA,NA,2nd Reading: House of Commons,17.10.2008,,,http://www.publications.parliament.uk/pa/cm200708/cmbills/039/08039.i-i.html,,13.10.2008,Bill as introduced - html version,," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill      u'\n'  Related information  u'\n'              Public Bill workshops           u'\n'        Want to learn more about engaging with Parliament’s scrutiny of legislation?       The Houses of Parliament’s Outreach Service holds free regular workshops open to anyone interested in engaging with Public Bills.    u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'",Christopher Chope,10103,941,Conservative,15410,1983-06-09,1983,Christchurch,821,OK
http://services.parliament.uk//bills/2007-08/broadsauthority.html,2007-08,20120508,Broads Authority Act,Private Bill,PB,16.10.2009,Royal Assent,NA,NA,NA,NA,Winckworth Sherwood,The Broads Authority,Royal Assent,02.07.2009,,,http://www.opsi.gov.uk/acts/localact2009/ukla_20090001_en_1,http://www.opsi.gov.uk/acts/localact2009/pdf/ukla_20090001_en.pdf,02.07.2009,Broads Authority Act 2009 c.i,," u'\n'    The petitioning period in the House of Lords ended on 19 May and 14 petitions were deposited.       This was the last opportunity to petition against the Bill as it has already completed its passage through the House of Commons.     u'\n'  Summary of the Bill  u'\n'  The Bill updates the 1988 Norfolk and Suffolk Broads Act and will give the Authority various new powers. It will combine the Navigation and General Accounts into one fund.   The Bill will enable the Authority to:     effectively apply the National Boat Safety Scheme to reduce the risk of fire and explosions   introduce compulsory third party insurance for boats in its area  license hire boats </li><li>give the Haddiscoe Cut a public right of navigation </li><li>make possible the transfer of responsibility for the navigation on Breydon Water from the Great Yarmouth Port Authority </li><li>make a voluntary agreement to manage water skiing and distinguish between water-skiing and wakeboarding so they can be managed separately </li><li>control pollution from boats </li><li>remove the requirement for a separate Norwich Navigation Officer </li><li>widen the range of bodies which are involved in the appointment of members to the Authority by the Secretary of State.</li></ul> <p>This Bill has been carried over from the previous Session.</p> <p>Further information can be found in the Explanatory Memorandum that accompanies the Bill.</p> <p><a href=""http://www.publications.parliament.uk/pa/cm200708/cmprbill/005/07005x--.htm"">Read the Explanatory Memorandum</a></p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2007-08/cannabisseedsprohibition.html,2007-08,20120508,Cannabis Seeds (Prohibition) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,16.10.2008,Commons,Tom Brake,NA,,NA,NA,NA,1st Reading: House of Commons,09.07.2008,,,,,,,to prohibit the sale of cannabis seeds; and for connected purposes," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill      u'\n'  Related information  u'\n'              Public Bill workshops           u'\n'        Want to learn more about engaging with Parliament’s scrutiny of legislation?       The Houses of Parliament’s Outreach Service holds free regular workshops open to anyone interested in engaging with Public Bills.    u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'",Tom Brake,10063,562,Liberal Democrat,5260,1997-05-01,1997,Carshalton and Wallington,798,OK
http://services.parliament.uk//bills/2007-08/canterburycitycouncil.html,2007-08,20120508,Canterbury City Council Bill,Private Bill,PB,29.03.2012,Lords,NA,NA,NA,NA,Sharpe Pritchard,Canterbury City Council,Committee stage: House of Lords,24.11.2011,3rd reading: House of Lords,Date to be announced,,,,,," u'\n'   The petitioning period in the House of Commons ended on 30 January 2008.   The petitioning period in the House of Lords ended on 8 February 2010.    u'There will be no further opportunity to petition against the Bill in\xa0Parliament. '  No petitions were deposited against the Bill in the House of Commons, 1 petition was deposited in the House of Lords. Petitions can be accessed from the ""Bill documents"" link on the left hand side of this webpage.  u'\n'  Summary of the Bill  u'\n'  The Bill makes provisions relating to street trading and consumer protection in the city, in particular by:    allowing the Council to regulate services offered on the street as well as the sale of goods   altering the exemption enjoyed by holders of a pedlar’s certificate from the street trading regime in the Local Government (Miscellaneous Provisions) Act 1982 </li><li>empowering council officers, the police and community support officers to seize goods and equipment when they believe a street trading offence has been committed </li><li>empowering courts to order the forfeiture of such articles</li><li>allowing the council to regulate touting</li><li>enabling council officers, the police and community support officers to serve fixed penalty notices for street trading offences.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2007-08/channeltunnelraillinksupplementaryprovisions.html,2007-08,20120508,Channel Tunnel Rail Link (Supplementary Provisions) Act,Government Bill,G,23.02.2009,Royal Assent,Ruth Kelly,Lord Bassam of Brighton,Department for Transport,Department for Transport,NA,NA,Royal Assent,22.05.2008,,,http://www.opsi.gov.uk/acts/acts2008/ukpga_20080005_en_1,,28.05.2008,Channel Tunnel Rail Link (Supplementary Provisions) Act 2008 - html version,," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill      u'\n'  Related information  u'\n'              Public Bill workshops           u'\n'        Want to learn more about engaging with Parliament’s scrutiny of legislation?       The Houses of Parliament’s Outreach Service holds free regular workshops open to anyone interested in engaging with Public Bills.    u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'    Human rights    u'\n'       Do you have expertise or a special interest in human rights? The Joint Committee on Human Rights scrutinises the human rights implications of Government Bills.     u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2007-08/childmaintenanceandotherpayments.html,2007-08,20120508,Child Maintenance and Other Payments Act,Government Bill,G,23.02.2009,Royal Assent,Peter Hain,Lord McKenzie of Luton,Department for Work and Pensions,Department for Work and Pensions,NA,NA,Royal Assent,05.06.2008,,,http://www.opsi.gov.uk/acts/acts2008/pdf/ukpga_20080006_en.pdf,,09.06.2008,,," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill      u'\n'  Related information  u'\n'              Public Bill workshops           u'\n'        Want to learn more about engaging with Parliament’s scrutiny of legislation?       The Houses of Parliament’s Outreach Service holds free regular workshops open to anyone interested in engaging with Public Bills.    u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'    Human rights    u'\n'       Do you have expertise or a special interest in human rights? The Joint Committee on Human Rights scrutinises the human rights implications of Government Bills.     u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://services.parliament.uk//bills/2007-08/childrenprotectionofprivacy.html,2007-08,20120508,Children (Protection of Privacy) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,26.11.2008,Commons,Kerry McCarthy,NA,,NA,NA,NA,1st Reading: House of Commons,25.11.2008,,,,,,,"to make provision to protect children's privacy in the media; to make provision for the protection of children from avoidable emotional distress resulting from participating in, or being the subject of, media programmes or reports; and for connected purposes"," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill      u'\n'  Related information  u'\n'              Public Bill workshops           u'\n'        Want to learn more about engaging with Parliament’s scrutiny of legislation?       The Houses of Parliament’s Outreach Service holds free regular workshops open to anyone interested in engaging with Public Bills.    u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'",Kerry McCarthy,11455,8671,Labour,3722,2005-05-05,2005,Bristol East,765,OK
